age,age_o,Subject race,Partner race,Subject gender,Partner gender,Attraction,Interracial relationship,match,Subject dec,Partner dec,Subject age,Partner age,Same_Age_Bracket
24,22,HISPANIC,ASIAN,1,0,8,1,0,1,0,21,21,1
24,25,HISPANIC,WHITE,1,0,9,1,1,1,1,21,21,1
24,26,HISPANIC,OTHER,1,0,7,1,1,1,1,21,21,1
24,26,HISPANIC,WHITE,1,0,6,1,0,1,0,21,21,1
25,21,WHITE,ASIAN,1,0,7,1,0,1,0,21,21,1
25,24,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
25,25,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
25,23,WHITE,WHITE,1,0,6,0,0,1,0,21,21,1
25,21,WHITE,WHITE,1,0,5,0,0,0,1,21,21,1
25,23,WHITE,ASIAN,1,0,6,1,0,1,0,21,21,1
25,22,WHITE,ASIAN,1,0,8,1,0,1,0,21,21,1
25,25,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
25,26,WHITE,OTHER,1,0,6,1,1,1,1,21,21,1
30,21,WHITE,ASIAN,1,0,3,1,0,0,1,21,21,1
30,24,WHITE,WHITE,1,0,5,0,0,0,1,21,21,1
30,25,WHITE,WHITE,1,0,6,0,0,0,0,21,21,1
30,23,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
30,21,WHITE,WHITE,1,0,2,0,0,0,1,21,21,1
30,23,WHITE,ASIAN,1,0,5,1,0,0,1,21,21,1
30,22,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
30,25,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
30,26,WHITE,OTHER,1,0,8,1,1,1,1,21,21,1
30,26,WHITE,WHITE,1,0,7,0,0,0,1,21,21,1
27,21,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
27,24,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
27,25,WHITE,WHITE,1,0,4,0,0,0,0,21,21,1
27,23,WHITE,WHITE,1,0,6,0,0,0,0,21,21,1
27,21,WHITE,WHITE,1,0,5,0,0,0,1,21,21,1
27,23,WHITE,ASIAN,1,0,6,1,0,0,0,21,21,1
27,22,WHITE,ASIAN,1,0,8,1,0,1,0,21,21,1
27,25,WHITE,WHITE,1,0,9,0,1,1,1,21,21,1
27,26,WHITE,OTHER,1,0,7,1,0,0,1,21,21,1
27,26,WHITE,WHITE,1,0,6,0,0,0,0,21,21,1
28,21,WHITE,ASIAN,1,0,7,1,1,1,1,21,21,1
28,24,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
28,25,WHITE,WHITE,1,0,7,0,0,1,0,21,21,1
28,23,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
28,21,WHITE,WHITE,1,0,5,0,1,1,1,21,21,1
28,23,WHITE,ASIAN,1,0,6,1,1,1,1,21,21,1
28,22,WHITE,ASIAN,1,0,9,1,1,1,1,21,21,1
28,25,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
28,26,WHITE,OTHER,1,0,6,1,1,1,1,21,21,1
28,26,WHITE,WHITE,1,0,7,0,1,1,1,21,21,1
24,21,WHITE,ASIAN,1,0,6,1,0,0,1,21,21,1
24,24,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
24,25,WHITE,WHITE,1,0,5,0,0,0,0,21,21,1
24,23,WHITE,WHITE,1,0,7,0,0,0,1,21,21,1
24,21,WHITE,WHITE,1,0,3,0,0,0,1,21,21,1
24,23,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
24,22,WHITE,ASIAN,1,0,7,1,0,0,1,21,21,1
24,25,WHITE,WHITE,1,0,8,0,1,1,1,21,21,1
24,26,WHITE,OTHER,1,0,5,1,0,0,1,21,21,1
24,26,WHITE,WHITE,1,0,6,0,0,0,1,21,21,1
21,25,ASIAN,ASIAN,0,1,6,0,0,0,0,21,21,1
21,30,ASIAN,ASIAN,0,1,5,0,0,0,0,21,21,1
21,23,ASIAN,ASIAN,0,1,8,0,0,1,0,21,21,1
21,24,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
21,24,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
21,28,ASIAN,WHITE,0,1,6,1,0,0,1,21,21,1
21,26,ASIAN,WHITE,0,1,6,1,0,0,0,21,21,1
21,30,ASIAN,WHITE,0,1,4,1,0,0,1,21,21,1
21,22,ASIAN,WHITE,0,1,7,1,0,0,0,21,21,1
21,25,ASIAN,ASIAN,0,1,9,0,0,1,0,21,21,1
21,27,ASIAN,BLACK,0,1,5,1,0,0,0,21,21,1
21,23,ASIAN,WHITE,0,1,7,1,0,0,0,21,21,1
21,21,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
21,28,ASIAN,WHITE,0,1,6,1,0,0,0,21,21,1
21,28,ASIAN,WHITE,0,1,6,1,0,0,0,21,21,1
21,23,ASIAN,BLACK,0,1,5,1,0,0,0,21,21,1
27,25,BLACK,ASIAN,0,1,5,1,0,0,0,21,21,1
27,30,BLACK,ASIAN,0,1,4,1,0,0,0,21,21,1
27,23,BLACK,ASIAN,0,1,5,1,0,0,0,21,21,1
27,24,BLACK,WHITE,0,1,5,1,0,0,0,21,21,1
27,24,BLACK,WHITE,0,1,6,1,1,1,1,21,21,1
27,28,BLACK,WHITE,0,1,6,1,1,1,1,21,21,1
27,26,BLACK,WHITE,0,1,8,1,0,1,0,21,21,1
27,30,BLACK,WHITE,0,1,5,1,0,0,1,21,21,1
27,22,BLACK,WHITE,0,1,7,1,0,1,0,21,21,1
27,25,BLACK,ASIAN,0,1,6,1,0,0,0,21,21,1
27,27,BLACK,BLACK,0,1,5,0,0,1,0,21,21,1
27,23,BLACK,WHITE,0,1,3,1,0,0,0,21,21,1
27,21,BLACK,WHITE,0,1,3,1,0,0,0,21,21,1
27,28,BLACK,WHITE,0,1,7,1,0,1,0,21,21,1
27,28,BLACK,WHITE,0,1,4,1,0,0,0,21,21,1
27,23,BLACK,BLACK,0,1,6,0,0,1,0,21,21,1
21,25,ASIAN,ASIAN,0,1,5,0,0,1,0,21,21,1
21,30,ASIAN,ASIAN,0,1,5,0,0,0,0,21,21,1
21,23,ASIAN,ASIAN,0,1,6,0,0,1,0,21,21,1
21,24,ASIAN,WHITE,0,1,5,1,1,1,1,21,21,1
21,24,ASIAN,WHITE,0,1,7,1,1,1,1,21,21,1
21,28,ASIAN,WHITE,0,1,6,1,1,1,1,21,21,1
21,26,ASIAN,WHITE,0,1,7,1,0,1,0,21,21,1
21,30,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
21,22,ASIAN,WHITE,0,1,6,1,0,0,0,21,21,1
21,25,ASIAN,ASIAN,0,1,7,0,0,1,0,21,21,1
21,27,ASIAN,BLACK,0,1,6,1,0,1,0,21,21,1
21,23,ASIAN,WHITE,0,1,7,1,0,0,0,21,21,1
21,21,ASIAN,WHITE,0,1,6,1,0,0,0,21,21,1
21,28,ASIAN,WHITE,0,1,6,1,0,0,1,21,21,1
21,23,ASIAN,BLACK,0,1,6,1,0,0,0,21,21,1
27,25,WHITE,ASIAN,0,1,5,1,0,0,0,21,21,1
27,30,WHITE,ASIAN,0,1,7,1,0,0,0,21,21,1
27,23,WHITE,ASIAN,0,1,6,1,0,0,0,21,21,1
27,24,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
27,24,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
27,28,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
27,26,WHITE,WHITE,0,1,9,0,0,1,0,21,21,1
27,30,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
27,22,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
27,25,WHITE,ASIAN,0,1,6,1,0,0,1,21,21,1
27,27,WHITE,BLACK,0,1,6,1,0,0,1,21,21,1
27,23,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
27,21,WHITE,WHITE,0,1,4,0,0,0,0,21,21,1
27,28,WHITE,WHITE,0,1,8,0,0,1,0,21,21,1
27,28,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
27,23,WHITE,BLACK,0,1,8,1,0,0,1,21,21,1
25,25,WHITE,ASIAN,0,1,7,1,0,0,0,21,21,1
25,30,WHITE,ASIAN,0,1,5,1,0,0,1,21,21,1
25,23,WHITE,ASIAN,0,1,6,1,0,0,1,21,21,1
25,24,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
25,24,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
25,28,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
25,26,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
25,30,WHITE,WHITE,0,1,3,0,0,0,1,21,21,1
25,22,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
25,25,WHITE,ASIAN,0,1,8,1,0,0,1,21,21,1
25,27,WHITE,BLACK,0,1,9,1,0,0,1,21,21,1
25,23,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
25,21,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
25,28,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
25,28,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
25,23,WHITE,BLACK,0,1,7,1,0,0,1,21,21,1
23,25,WHITE,ASIAN,0,1,2,1,0,0,0,21,21,1
23,30,WHITE,ASIAN,0,1,2,1,0,0,1,21,21,1
23,23,WHITE,ASIAN,0,1,2,1,0,0,1,21,21,1
23,24,WHITE,WHITE,0,1,2,0,0,0,1,21,21,1
23,24,WHITE,WHITE,0,1,3,0,0,0,1,21,21,1
23,28,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
23,26,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
23,30,WHITE,WHITE,0,1,3,0,0,0,1,21,21,1
23,22,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
23,25,WHITE,ASIAN,0,1,5,1,0,0,1,21,21,1
23,27,WHITE,BLACK,0,1,7,1,0,0,1,21,21,1
23,23,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
23,21,WHITE,WHITE,0,1,2,0,0,0,1,21,21,1
23,28,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
23,28,WHITE,WHITE,0,1,2,0,0,0,1,21,21,1
23,23,WHITE,BLACK,0,1,6,1,0,0,1,21,21,1
22,25,HISPANIC,ASIAN,0,1,2,1,0,0,0,21,21,1
22,30,HISPANIC,ASIAN,0,1,1,1,0,0,1,21,21,1
22,23,HISPANIC,ASIAN,0,1,1,1,0,0,1,21,21,1
22,24,HISPANIC,WHITE,0,1,1,1,0,0,1,21,21,1
22,24,HISPANIC,WHITE,0,1,1,1,0,0,1,21,21,1
22,28,HISPANIC,WHITE,0,1,3,1,0,0,1,21,21,1
22,26,HISPANIC,WHITE,0,1,8,1,1,1,1,21,21,1
22,30,HISPANIC,WHITE,0,1,1,1,0,0,1,21,21,1
22,22,HISPANIC,WHITE,0,1,4,1,0,0,1,21,21,1
22,25,HISPANIC,ASIAN,0,1,4,1,0,0,1,21,21,1
22,27,HISPANIC,BLACK,0,1,6,1,1,1,1,21,21,1
22,23,HISPANIC,WHITE,0,1,1,1,0,0,1,21,21,1
22,21,HISPANIC,WHITE,0,1,1,1,0,0,1,21,21,1
22,28,HISPANIC,WHITE,0,1,6,1,0,0,1,21,21,1
22,28,HISPANIC,WHITE,0,1,2,1,0,0,1,21,21,1
22,23,HISPANIC,BLACK,0,1,5,1,0,0,1,21,21,1
26,25,WHITE,ASIAN,0,1,3,1,0,0,0,21,21,1
26,30,WHITE,ASIAN,0,1,2,1,0,0,1,21,21,1
26,23,WHITE,ASIAN,0,1,3,1,0,0,1,21,21,1
26,24,WHITE,WHITE,0,1,4,0,0,0,0,21,21,1
26,24,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
26,28,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
26,26,WHITE,WHITE,0,1,7,0,1,1,1,21,21,1
26,30,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
26,22,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
26,25,WHITE,ASIAN,0,1,3,1,0,0,1,21,21,1
26,27,WHITE,BLACK,0,1,5,1,0,0,0,21,21,1
26,23,WHITE,WHITE,0,1,5,0,0,1,0,21,21,1
26,28,WHITE,WHITE,0,1,6,0,0,1,0,21,21,1
26,28,WHITE,WHITE,0,1,4,0,0,0,0,21,21,1
26,23,WHITE,BLACK,0,1,4,1,0,0,1,21,21,1
22,25,WHITE,ASIAN,0,1,4,1,0,0,0,21,21,1
22,30,WHITE,ASIAN,0,1,4,1,0,0,0,21,21,1
22,23,WHITE,ASIAN,0,1,6,1,0,0,0,21,21,1
22,24,WHITE,WHITE,0,1,5,0,0,0,0,21,21,1
22,24,WHITE,WHITE,0,1,8,0,1,1,1,21,21,1
22,28,WHITE,WHITE,0,1,6,0,1,1,1,21,21,1
22,26,WHITE,WHITE,0,1,8,0,0,1,0,21,21,1
22,30,WHITE,WHITE,0,1,5,0,0,0,0,21,21,1
22,22,WHITE,WHITE,0,1,8,0,0,1,0,21,21,1
22,25,WHITE,ASIAN,0,1,7,1,0,0,1,21,21,1
22,27,WHITE,BLACK,0,1,7,1,0,1,0,21,21,1
22,23,WHITE,WHITE,0,1,6,0,0,1,0,21,21,1
22,21,WHITE,WHITE,0,1,6,0,0,1,0,21,21,1
22,28,WHITE,WHITE,0,1,9,0,0,1,0,21,21,1
22,28,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
22,23,WHITE,BLACK,0,1,6,1,0,1,0,21,21,1
23,25,WHITE,ASIAN,0,1,3,1,0,0,0,21,21,1
23,30,WHITE,ASIAN,0,1,8,1,0,0,0,21,21,1
23,23,WHITE,ASIAN,0,1,6,1,0,0,0,21,21,1
23,24,WHITE,WHITE,0,1,4,0,0,0,0,21,21,1
23,24,WHITE,WHITE,0,1,6,0,0,0,1,21,21,1
23,28,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
23,26,WHITE,WHITE,0,1,8,0,0,0,0,21,21,1
23,30,WHITE,WHITE,0,1,5,0,0,0,0,21,21,1
23,22,WHITE,WHITE,0,1,7,0,0,0,0,21,21,1
23,25,WHITE,ASIAN,0,1,8,1,1,1,1,21,21,1
23,27,WHITE,BLACK,0,1,7,1,0,1,0,21,21,1
23,23,WHITE,WHITE,0,1,5,0,0,0,0,21,21,1
23,21,WHITE,WHITE,0,1,3,0,0,0,0,21,21,1
23,28,WHITE,WHITE,0,1,7,0,0,1,0,21,21,1
23,28,WHITE,WHITE,0,1,3,0,0,0,0,21,21,1
23,23,WHITE,BLACK,0,1,7,1,1,1,1,21,21,1
24,25,WHITE,ASIAN,0,1,4,1,0,0,0,21,21,1
24,30,WHITE,ASIAN,0,1,3,1,0,0,0,21,21,1
24,23,WHITE,ASIAN,0,1,4,1,0,0,0,21,21,1
24,24,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
24,24,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
24,28,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
24,26,WHITE,WHITE,0,1,9,0,0,0,1,21,21,1
24,30,WHITE,WHITE,0,1,2,0,0,0,1,21,21,1
24,22,WHITE,WHITE,0,1,8,0,1,1,1,21,21,1
24,25,WHITE,ASIAN,0,1,7,1,1,1,1,21,21,1
24,27,WHITE,BLACK,0,1,9,1,1,1,1,21,21,1
24,23,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
24,21,WHITE,WHITE,0,1,3,0,0,0,1,21,21,1
24,28,WHITE,WHITE,0,1,7,0,0,0,1,21,21,1
24,28,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
24,23,WHITE,BLACK,0,1,9,1,1,1,1,21,21,1
27,25,ASIAN,ASIAN,0,1,4,0,0,0,0,21,21,1
27,30,ASIAN,ASIAN,0,1,7,0,0,0,0,21,21,1
27,23,ASIAN,ASIAN,0,1,5,0,0,0,0,21,21,1
27,24,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
27,24,ASIAN,WHITE,0,1,5,1,0,0,1,21,21,1
27,28,ASIAN,WHITE,0,1,8,1,0,0,1,21,21,1
27,26,ASIAN,WHITE,0,1,8,1,0,0,1,21,21,1
27,30,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
27,22,ASIAN,WHITE,0,1,7,1,0,0,0,21,21,1
27,25,ASIAN,ASIAN,0,1,6,0,0,0,1,21,21,1
27,27,ASIAN,BLACK,0,1,7,1,0,0,1,21,21,1
27,23,ASIAN,WHITE,0,1,5,1,0,0,0,21,21,1
27,21,ASIAN,WHITE,0,1,4,1,0,0,1,21,21,1
27,28,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
27,28,ASIAN,WHITE,0,1,7,1,0,0,1,21,21,1
27,23,ASIAN,BLACK,0,1,8,1,0,0,0,21,21,1
30,25,WHITE,ASIAN,0,1,6,1,0,1,0,21,21,1
30,30,WHITE,ASIAN,0,1,2,1,0,0,1,21,21,1
30,23,WHITE,ASIAN,0,1,6,1,0,0,0,21,21,1
30,24,WHITE,WHITE,0,1,5,0,0,1,0,21,21,1
30,24,WHITE,WHITE,0,1,5,0,0,0,1,21,21,1
30,28,WHITE,WHITE,0,1,6,0,0,0,0,21,21,1
30,26,WHITE,WHITE,0,1,8,0,0,0,0,21,21,1
30,30,WHITE,WHITE,0,1,4,0,0,0,1,21,21,1
30,22,WHITE,WHITE,0,1,8,0,0,1,0,21,21,1
30,25,WHITE,ASIAN,0,1,6,1,0,0,1,21,21,1
